rate_target,n,frequency,rolling_window,cooldown_days,hit_rate,base_rate,lift,auc,forward_benefit_bps,year_lift_min,year_lift_median,year_lift_positive,years,corridor_freq_min,corridor_freq_max,corridor_lift_min,cluster_share_7d,macro_year_lift,year_frequency_min,year_frequency_max,quarter_frequency_min,quarter_frequency_max,quarters,candidate,policy_type,rate,rolling,cooldown,history,strong,late,late_weekday,weekly_cap
0.15,244,0.9649717514124294,20,0,0.6311475409836066,0.3379032258064516,1.86783520482022,0.7042927450370494,92.62083357325953,1.86783520482022,1.86783520482022,1,1,0.9096045197740114,1.0282485875706215,1.794871794871795,0.702928870292887,1.86783520482022,0.9649717514124294,0.9649717514124294,0.7174999999999999,1.5431818181818182,4,moex_hist,rolling,0.15,20,0,0,0.0,0.0,0,0
0.15,195,0.7711864406779662,40,0,0.5794871794871795,0.3379032258064516,1.714950125451319,0.7042927450370494,83.4324324109348,1.714950125451319,1.714950125451319,1,1,0.7514124293785311,0.7909604519774012,1.5897435897435896,0.7,1.714950125451319,0.7711864406779662,0.7711864406779662,0.14,1.6545454545454545,4,moex_hist,rolling,0.15,40,0,0,0.0,0.0,0,0
0.15,173,0.684180790960452,60,0,0.6127167630057804,0.3379032258064516,1.81329065901472,0.7042927450370494,91.10419968619281,1.81329065901472,1.81329065901472,1,1,0.632768361581921,0.731638418079096,1.7297297297297298,0.7202380952380952,1.81329065901472,0.684180790960452,0.684180790960452,0.0875,1.6545454545454545,4,moex_hist,rolling,0.15,60,0,0,0.0,0.0,0,0
0.15,166,0.6564971751412431,120,0,0.6746987951807228,0.3379032258064516,1.996721971417891,0.7042927450370494,100.64601058245978,1.996721971417891,1.996721971417891,1,1,0.5932203389830508,0.692090395480226,1.8285714285714285,0.7329192546583851,1.996721971417891,0.6564971751412431,0.6564971751412431,0.17500000000000002,1.638636363636364,4,moex_hist,rolling,0.15,120,0,0,0.0,0.0,0,0
0.15,138,0.5457627118644068,250,0,0.6811594202898551,0.3379032258064516,2.0158417211442012,0.7042927450370494,94.77674471027916,2.0158417211442012,2.0158417211442012,1,1,0.4943502824858757,0.612994350282486,1.89247311827957,0.7218045112781954,2.0158417211442012,0.5457627118644068,0.5457627118644068,0.17500000000000002,1.065909090909091,4,moex_hist,rolling,0.15,250,0,0,0.0,0.0,0,0
0.15,131,0.5180790960451978,40,3,0.4961832061068702,0.3379032258064516,1.468418080125344,0.7042927450370494,65.1910468559183,1.468418080125344,1.468418080125344,1,1,0.4745762711864407,0.5536723163841808,1.2812858783008036,0.5158730158730159,1.468418080125344,0.5180790960451978,0.5180790960451978,0.105,1.065909090909091,4,moex_hist,rolling,0.15,40,3,0,0.0,0.0,0,0
0.15,115,0.4548022598870057,60,3,0.5043478260869565,0.3379032258064516,1.4925806786344298,0.7042927450370494,66.55584850380191,1.4925806786344298,1.4925806786344298,1,1,0.4152542372881356,0.4943502824858757,1.2338308457711442,0.5454545454545454,1.4925806786344298,0.4548022598870057,0.4548022598870057,0.0875,1.0340909090909092,4,moex_hist,rolling,0.15,60,3,0,0.0,0.0,0,0
0.15,110,0.43502824858757067,120,3,0.5818181818181818,0.3379032258064516,1.721848557170753,0.7042927450370494,75.7407736882274,1.721848557170753,1.721848557170753,1,1,0.3559322033898305,0.4745762711864407,1.592885375494071,0.5904761904761905,1.721848557170753,0.43502824858757067,0.43502824858757067,0.17500000000000002,0.9863636363636364,4,moex_hist,rolling,0.15,120,3,0,0.0,0.0,0,0
0.18,283,1.1192090395480228,20,0,0.6183745583038869,0.3379032258064516,1.8300344923551783,0.7042927450370494,87.69006812654477,1.8300344923551783,1.8300344923551783,1,1,1.0480225988700564,1.1666666666666667,1.793103448275862,0.7410071942446043,1.8300344923551783,1.1192090395480228,1.1192090395480228,0.7875,1.7340909090909091,4,moex_hist,rolling,0.18,20,0,0,0.0,0.0,0,0
0.18,226,0.8937853107344633,40,0,0.5663716814159292,0.3379032258064516,1.6761357636175471,0.7042927450370494,78.41648749559334,1.6761357636175471,1.6761357636175471,1,1,0.8502824858757062,0.9689265536723164,1.5782312925170068,0.7194570135746606,1.6761357636175471,0.8937853107344633,0.8937853107344633,0.2625,1.8772727272727274,4,moex_hist,rolling,0.18,40,0,0,0.0,0.0,0,0
