period,policy,observed_lift,circular_shift_p_unadjusted,circular_shift_p_max_adjusted,n_recorded_policies,observed_max_lift,null_max_lift_q95
retrospective_2025,moex_hist,1.6902372262773722,0.00024993751562109475,0.00024993751562109475,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_xgb,1.6570953198797769,0.00024993751562109475,0.005748562859285179,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_hist_anchor25,1.7044409004477703,0.00024993751562109475,0.00024993751562109475,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_xgb_anchor25,1.6253943659342505,0.00024993751562109475,0.005748562859285179,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_hist_benefit50,1.6832815175272595,0.00024993751562109475,0.005748562859285179,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_extra_anchor25,1.7396593673965934,0.00024993751562109475,0.00024993751562109475,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_xgb_benefit50,1.6688418183498104,0.00024993751562109475,0.005748562859285179,8,1.8816880447877542,1.4050531675227538
retrospective_2025,moex_extra,1.8816880447877542,0.00024993751562109475,0.00024993751562109475,8,1.8816880447877542,1.4050531675227538
retrospective_2025_2026,moex_hist,1.6585135193225293,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_xgb,1.6932467867428962,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_hist_anchor25,1.699798138334334,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_xgb_anchor25,1.6377411535524145,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_hist_benefit50,1.6189637245841033,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_extra_anchor25,1.7059236411531287,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_xgb_benefit50,1.623728047592412,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
retrospective_2025_2026,moex_extra,1.7946700498059338,0.00024993751562109475,0.00024993751562109475,8,1.7946700498059338,1.29277079858902
