candidate,h,mean_bps,ci_lo,ci_hi
raw_ap18_75_cat25_pace365_p55_r70_month24_cap2,1,20.989240533733707,14.752552177184503,27.128377437632896
raw_ap18_75_cat25_pace365_p55_r70_month24_cap2,3,40.04561947906537,29.343123158144657,52.16962531663115
raw_ap18_75_cat25_pace365_p55_r70_month24_cap2,5,53.5136981170112,37.133268415736424,69.67612232400585
raw_ap18_75_cat25_pace365_p55_r70_month24_cap2,10,79.06491741241244,51.53331456714601,105.29772546999173
raw_ap18_75_cat25_pace365_p55_r70_month24_cap2,20,116.93268333822154,62.57023980454992,165.9420293898953
raw_ap18_50_cat50_pace365_p55_r70_month24_cap2,1,21.89966444673773,16.511580664938997,27.247130127592815
raw_ap18_50_cat50_pace365_p55_r70_month24_cap2,3,40.51718605487655,31.21674333366342,50.9624802960715
raw_ap18_50_cat50_pace365_p55_r70_month24_cap2,5,51.30343387305653,37.11251181120591,64.72026761618685
raw_ap18_50_cat50_pace365_p55_r70_month24_cap2,10,68.8048340856712,43.92032481742334,94.82898277893278
raw_ap18_50_cat50_pace365_p55_r70_month24_cap2,20,94.3858493751271,36.68015478107285,144.99721792895303
raw_ap18_25_cat75_pace365_p55_r70_month24_cap2,1,21.5849346074357,16.26876822678198,26.6430083914956
raw_ap18_25_cat75_pace365_p55_r70_month24_cap2,3,41.766824077653574,32.14082190721423,52.48343394514131
raw_ap18_25_cat75_pace365_p55_r70_month24_cap2,5,53.726232794493306,41.409949178473596,67.00819039747358
raw_ap18_25_cat75_pace365_p55_r70_month24_cap2,10,71.58511799539852,46.146202104008886,97.45087872369402
raw_ap18_25_cat75_pace365_p55_r70_month24_cap2,20,93.92969867266972,33.23186234664294,144.9643012246156
rank_ap18_75_cat25_pace365_p55_r70_month24_cap2,1,24.27574565621483,17.619215628440134,35.13416332712573
rank_ap18_75_cat25_pace365_p55_r70_month24_cap2,3,50.5815518435452,39.22390049625519,66.39135752209798
rank_ap18_75_cat25_pace365_p55_r70_month24_cap2,5,68.11672373847016,50.767426770888484,88.2726523988701
rank_ap18_75_cat25_pace365_p55_r70_month24_cap2,10,102.73709349011853,68.80809465113099,139.44535869482513
rank_ap18_75_cat25_pace365_p55_r70_month24_cap2,20,140.0665955199653,78.51083715532195,198.696103097967
rank_ap18_50_cat50_pace365_p55_r70_month24_cap2,1,25.777169841436613,19.620455595919264,34.946104689144775
rank_ap18_50_cat50_pace365_p55_r70_month24_cap2,3,51.22862943002249,39.697639724807985,66.19498363605229
rank_ap18_50_cat50_pace365_p55_r70_month24_cap2,5,67.13111889653129,49.538636202152794,85.89628453077624
rank_ap18_50_cat50_pace365_p55_r70_month24_cap2,10,96.48014829310759,57.579593333430616,128.271369629303
rank_ap18_50_cat50_pace365_p55_r70_month24_cap2,20,135.90980454120626,71.9015593759065,192.89941346997648
rank_ap18_25_cat75_pace365_p55_r70_month24_cap2,1,25.792209401074707,20.12988068796401,33.45169314355613
rank_ap18_25_cat75_pace365_p55_r70_month24_cap2,3,50.19387171367143,39.04123856682596,64.09061708027897
rank_ap18_25_cat75_pace365_p55_r70_month24_cap2,5,63.42728656172256,46.08419089826771,82.44642104516392
rank_ap18_25_cat75_pace365_p55_r70_month24_cap2,10,88.08268485137354,49.09373998778943,120.95668602366695
rank_ap18_25_cat75_pace365_p55_r70_month24_cap2,20,125.59434152034476,65.42492945198208,186.0010317950226
rank_agreement_min_pace365_p55_r70_month24_cap2,1,24.704234659102724,18.452642778185854,34.54198699641573
rank_agreement_min_pace365_p55_r70_month24_cap2,3,49.744325907890016,36.76721040864809,65.96994879699689
rank_agreement_min_pace365_p55_r70_month24_cap2,5,68.09270552688872,49.404228132710294,88.13133544715467
rank_agreement_min_pace365_p55_r70_month24_cap2,10,103.7432934814258,71.22821321203344,135.0559888350162
rank_agreement_min_pace365_p55_r70_month24_cap2,20,145.7842792185971,92.43735271828098,198.07979462084953
rank_agreement_geom_pace365_p55_r70_month24_cap2,1,25.471935197984113,19.10331444773633,34.844146748558884
rank_agreement_geom_pace365_p55_r70_month24_cap2,3,51.01513881430109,39.56543690484204,66.44209826605562
rank_agreement_geom_pace365_p55_r70_month24_cap2,5,67.68826466646665,50.080697309741765,86.21687329239168
rank_agreement_geom_pace365_p55_r70_month24_cap2,10,98.7434994407405,63.782360294276394,130.97989605173603
rank_agreement_geom_pace365_p55_r70_month24_cap2,20,138.52664882118998,77.95032005483425,192.6748164228084
