candidate,year,currency,h,n_scope,n_signals,first,last,hit_rate,base_rate,pooled_lift,adjusted_lift,frequency,currency_rate_min,currency_rate_max,symmetric_bps,forward_bps
cny50_quarter_fine_full20_urgent_cap2,2024,AMD,1,248,69,2024-01-09,2024-12-28,0.7536231884057971,0.5604838709677419,1.3445938901053072,1.3445938901053072,1.36056338028169,1.36056338028169,1.36056338028169,11.885480662141287,44.50573118925447
cny50_quarter_fine_full20_urgent_cap2,2024,AMD,3,248,69,2024-01-09,2024-12-28,0.5652173913043478,0.40725806451612906,1.3878605251829528,1.387860525182953,1.36056338028169,1.36056338028169,1.36056338028169,22.193273588290925,58.07831696323637
cny50_quarter_fine_full20_urgent_cap2,2024,AMD,5,248,69,2024-01-09,2024-12-28,0.5217391304347826,0.3548387096774194,1.4703557312252964,1.4703557312252964,1.36056338028169,1.36056338028169,1.36056338028169,25.44517687386845,62.45136933822446
cny50_quarter_fine_full20_urgent_cap2,2024,AMD,10,248,69,2024-01-09,2024-12-28,0.43478260869565216,0.2903225806451613,1.4975845410628017,1.4975845410628017,1.36056338028169,1.36056338028169,1.36056338028169,32.643993418055544,77.00004020853714
cny50_quarter_fine_full20_urgent_cap2,2024,AMD,20,248,69,2024-01-09,2024-12-28,0.3188405797101449,0.21370967741935484,1.491933278643697,1.491933278643697,1.36056338028169,1.36056338028169,1.36056338028169,39.648505820246534,98.58145317774341
cny50_quarter_fine_full20_urgent_cap2,2024,KGS,1,248,68,2024-01-09,2024-12-28,0.8235294117647058,0.5645161290322581,1.4588235294117644,1.4588235294117646,1.3408450704225352,1.3408450704225352,1.3408450704225352,18.348417343102966,42.577827459265585
cny50_quarter_fine_full20_urgent_cap2,2024,KGS,3,248,68,2024-01-09,2024-12-28,0.6029411764705882,0.41935483870967744,1.437782805429864,1.4377828054298643,1.3408450704225352,1.3408450704225352,1.3408450704225352,33.541726173025474,60.645103597471675
cny50_quarter_fine_full20_urgent_cap2,2024,KGS,5,248,68,2024-01-09,2024-12-28,0.5588235294117647,0.375,1.4901960784313726,1.4901960784313726,1.3408450704225352,1.3408450704225352,1.3408450704225352,39.29812579674562,69.24975824688553
cny50_quarter_fine_full20_urgent_cap2,2024,KGS,10,248,68,2024-01-09,2024-12-28,0.4264705882352941,0.29435483870967744,1.4488315874294921,1.4488315874294924,1.3408450704225352,1.3408450704225352,1.3408450704225352,45.93326371771302,84.84982277985651
cny50_quarter_fine_full20_urgent_cap2,2024,KGS,20,248,68,2024-01-09,2024-12-28,0.3235294117647059,0.20967741935483872,1.5429864253393666,1.5429864253393666,1.3408450704225352,1.3408450704225352,1.3408450704225352,47.129518013569076,108.2110493328601
cny50_quarter_fine_full20_urgent_cap2,2024,KZT,1,248,65,2024-01-09,2024-12-28,0.8,0.5040322580645161,1.5872000000000002,1.5872,1.2816901408450705,1.2816901408450705,1.2816901408450705,19.389665867879767,46.85922185354875
cny50_quarter_fine_full20_urgent_cap2,2024,KZT,3,248,65,2024-01-09,2024-12-28,0.5846153846153846,0.3346774193548387,1.7468025949953663,1.746802594995366,1.2816901408450705,1.2816901408450705,1.2816901408450705,35.64815906590137,56.89343473688258
cny50_quarter_fine_full20_urgent_cap2,2024,KZT,5,248,65,2024-01-09,2024-12-28,0.46153846153846156,0.2701612903225806,1.7083811710677383,1.7083811710677383,1.2816901408450705,1.2816901408450705,1.2816901408450705,40.19906678377738,55.18213303362422
cny50_quarter_fine_full20_urgent_cap2,2024,KZT,10,248,65,2024-01-09,2024-12-28,0.36923076923076925,0.2056451612903226,1.795475113122172,1.795475113122172,1.2816901408450705,1.2816901408450705,1.2816901408450705,45.40922617536768,48.214294048768004
cny50_quarter_fine_full20_urgent_cap2,2024,KZT,20,248,65,2024-01-09,2024-12-28,0.2923076923076923,0.1532258064516129,1.9076923076923078,1.9076923076923078,1.2816901408450705,1.2816901408450705,1.2816901408450705,48.19395511736531,36.03318757762754
cny50_quarter_fine_full20_urgent_cap2,2024,TJS,1,248,67,2024-01-09,2024-12-28,0.8507462686567164,0.5483870967741935,1.5513608428446006,1.5513608428446004,1.3211267605633803,1.3211267605633803,1.3211267605633803,11.55056327861338,46.22212695860268
cny50_quarter_fine_full20_urgent_cap2,2024,TJS,3,248,67,2024-01-09,2024-12-28,0.6268656716417911,0.40725806451612906,1.539234520466972,1.539234520466972,1.3211267605633803,1.3211267605633803,1.3211267605633803,22.96169025650099,58.14188482695175
cny50_quarter_fine_full20_urgent_cap2,2024,TJS,5,248,67,2024-01-09,2024-12-28,0.5522388059701493,0.3548387096774194,1.5563093622795117,1.5563093622795114,1.3211267605633803,1.3211267605633803,1.3211267605633803,26.056783981650117,61.379567159186855
cny50_quarter_fine_full20_urgent_cap2,2024,TJS,10,248,67,2024-01-09,2024-12-28,0.44776119402985076,0.29435483870967744,1.5211613167041504,1.5211613167041504,1.3211267605633803,1.3211267605633803,1.3211267605633803,33.72172356146474,76.74785712610743
cny50_quarter_fine_full20_urgent_cap2,2024,TJS,20,248,67,2024-01-09,2024-12-28,0.29850746268656714,0.18548387096774194,1.6093445814406229,1.6093445814406229,1.3211267605633803,1.3211267605633803,1.3211267605633803,40.08563614909367,94.2017474509554
cny50_quarter_fine_full20_urgent_cap2,2024,UZS,1,248,68,2024-01-09,2024-12-28,0.7647058823529411,0.5403225806451613,1.415276558384548,1.415276558384548,1.3408450704225352,1.3408450704225352,1.3408450704225352,12.579825733063423,41.134405580864964
cny50_quarter_fine_full20_urgent_cap2,2024,UZS,3,248,68,2024-01-09,2024-12-28,0.5588235294117647,0.3911290322580645,1.4287446937537902,1.4287446937537904,1.3408450704225352,1.3408450704225352,1.3408450704225352,24.785388754433967,52.42905466042467
cny50_quarter_fine_full20_urgent_cap2,2024,UZS,5,248,68,2024-01-09,2024-12-28,0.5147058823529411,0.3346774193548387,1.537916371367824,1.5379163713678243,1.3408450704225352,1.3408450704225352,1.3408450704225352,29.062449682956256,54.91424180496197
cny50_quarter_fine_full20_urgent_cap2,2024,UZS,10,248,68,2024-01-09,2024-12-28,0.36764705882352944,0.2620967741935484,1.402714932126697,1.402714932126697,1.3408450704225352,1.3408450704225352,1.3408450704225352,37.95587955649899,66.31061364315258
cny50_quarter_fine_full20_urgent_cap2,2024,UZS,20,248,68,2024-01-09,2024-12-28,0.27941176470588236,0.1814516129032258,1.5398692810457517,1.5398692810457515,1.3408450704225352,1.3408450704225352,1.3408450704225352,43.853953401144516,77.44976067665864
cny50_quarter_fine_full20_urgent_cap2,2025,AMD,1,247,68,2025-01-09,2025-12-30,0.6911764705882353,0.46153846153846156,1.497549019607843,1.497549019607843,1.3370786516853934,1.3370786516853934,1.3370786516853934,23.041140380897325,38.91365011490612
cny50_quarter_fine_full20_urgent_cap2,2025,AMD,3,247,68,2025-01-09,2025-12-30,0.45588235294117646,0.2834008097165992,1.608613445378151,1.6086134453781513,1.3370786516853934,1.3370786516853934,1.3370786516853934,35.033802074646545,39.81916608458448
