candidate,min_lift,mean_lift,min_rate,max_rate,min_forward,min_symmetric,cadence_penalty,selection_value,min_benefit_lower_ci,max_weekly_signals,early_forward_ratio_min,joint_early_pass
cny_hist50_urgent_cap2,1.3099425430926803,1.4097937509250202,1.2844036697247707,1.348623853211009,47.765673843118904,17.539238241098772,0.0,1.3099425430926803,7.37906754563444,2,1.0,True
cny50_hazard_hist_h5_urgent_cap2,1.3375037609066294,1.4129792048566885,1.2629969418960245,1.3914373088685015,54.88962556807014,17.937269012857666,0.0,1.3375037609066294,2.6322055544005574,2,0.9873788763949082,True
quarter_direct_full20_h5_urgent_cap2,1.2254590027122887,1.3397397485570983,1.198776758409786,1.348623853211009,35.01762405840962,7.563990138682828,0.0,0.957912317436646,-13.377334263782135,2,0.7331127406141312,False
cny50_quarter_direct_full20_urgent_cap2,1.3099425430926803,1.4097937509250202,1.2844036697247707,1.348623853211009,47.765673843118904,17.539238241098772,0.0,1.3099425430926803,7.37906754563444,2,1.0,True
quarter_direct_mature5_h5_urgent_cap2,1.1849001775816608,1.3311531334509221,1.1559633027522935,1.3058103975535167,37.41704119452414,12.251429236152873,0.0,1.1849001775816608,5.3615088409316956,2,0.7833458252345877,False
cny50_quarter_direct_mature5_urgent_cap2,1.2798151158065827,1.3721224586077196,1.2415902140672783,1.3272171253822629,48.56673130222194,16.65935895913971,0.0,1.2798151158065827,9.725162625827544,2,0.9583165815217521,False
quarter_coarse_full20_h5_urgent_cap2,1.2639596575090615,1.3603704979170057,1.2415902140672783,1.2629969418960245,42.84207165017445,13.411848453819658,0.0,1.2639596575090615,7.77499926654193,2,0.8969217474223123,False
quarter_coarse_full20_mean_urgent_cap2,1.2490090747887765,1.3728571664393843,1.2201834862385321,1.3058103975535167,41.77168322885583,12.491636829299008,0.0,1.2490090747887765,5.853079382588642,2,0.8745125917421436,False
cny50_quarter_coarse_full20_urgent_cap2,1.3375037609066294,1.4129792048566885,1.2629969418960245,1.3914373088685015,54.88962556807014,17.937269012857666,0.0,1.3375037609066294,2.6322055544005574,2,0.9873788763949082,True
quarter_coarse_partial_h5_urgent_cap2,1.3025560772039644,1.4324833966517285,1.2415902140672783,1.2844036697247707,42.6330099991987,13.822398431080577,0.0,1.3025560772039644,8.280067134676436,2,0.8925449296334043,True
quarter_coarse_partial_mean_urgent_cap2,1.2937020695451202,1.429578403833404,1.2201834862385321,1.2844036697247707,45.22598480701361,14.818133106172475,0.0,1.2937020695451202,9.296514371356336,2,0.9468302479214127,False
cny50_quarter_coarse_partial_urgent_cap2,1.2792806037439968,1.379286298673112,1.2844036697247707,1.4128440366972477,46.72852848568238,15.18756163343014,0.0,1.2792806037439968,9.565477969318929,2,0.9246667216337445,False
quarter_fine_full20_h5_urgent_cap2,1.2211664152840622,1.3651359316161673,1.2844036697247707,1.3700305810397553,34.107580208729146,8.272651750941844,0.0,1.2211664152840622,1.2866649730778636,2,0.7140604845385776,False
quarter_fine_full20_mean_urgent_cap2,1.2373408048904737,1.3814400265178979,1.2629969418960245,1.3700305810397553,34.123591453596944,7.489866113215366,0.0,1.2373408048904737,0.08650997088382997,2,0.7143956885371726,False
cny50_quarter_fine_full20_urgent_cap2,1.3499950850289983,1.4422943502770718,1.3058103975535167,1.348623853211009,51.06780252058614,16.584379479466307,0.0,1.3499950850289983,11.806261219494507,2,0.9991235458042245,True
quarter_fine_partial_h5_urgent_cap2,1.2963856033301182,1.4248772483269625,1.2201834862385321,1.3272171253822629,43.513833786676905,13.335008875719815,0.0,1.2963856033301182,6.419476817524151,2,0.9109854480352,False
quarter_fine_partial_mean_urgent_cap2,1.3132231404958676,1.4523423618825047,1.198776758409786,1.3700305810397553,46.16698173190381,13.559259615545448,0.0,1.3132231404958676,6.910976933264915,2,0.9665305232274997,True
cny50_quarter_fine_partial_urgent_cap2,1.2782052588666937,1.4099278123079764,1.2415902140672783,1.3272171253822629,49.11442979491199,14.621329940274435,0.0,1.2782052588666937,8.115701788029087,2,1.028236929227104,False
month_direct_full20_h5_urgent_cap2,1.2501383091082834,1.3221279231291543,1.2844036697247707,1.3272171253822629,39.74742849421456,11.9362773622503,0.0,0.9566330374207419,-14.675263584377076,2,0.8221366878904628,False
cny50_month_direct_full20_urgent_cap2,1.337949154949581,1.4173315721832473,1.348623853211009,1.4128440366972477,50.806474006594954,18.704343201839364,0.0,1.1172160328683596,-11.036656104061068,2,0.9086677033552815,False
month_direct_mature5_h5_urgent_cap2,1.2053201409034398,1.3273701686479378,1.2415902140672783,1.3272171253822629,39.91537191715144,10.690582583907027,0.0,1.2053201409034398,4.828075142874465,2,0.8356497188388692,False
cny50_month_direct_mature5_urgent_cap2,1.2826685660018995,1.364327125904546,1.348623853211009,1.4128440366972477,48.189643426802625,15.915316527839149,0.0,1.2826685660018995,3.7379108497502984,2,0.8616293056937255,False
