candidate,min_lift,mean_lift,min_rate,max_rate,min_forward,min_symmetric,cadence_penalty,selection_value,min_benefit_lower_ci,max_weekly_signals,early_forward_ratio_min,joint_early_pass
month_coarse_full20_h5_urgent_cap2,1.249095633566006,1.343734206590981,1.2629969418960245,1.348623853211009,38.38561448936267,10.764035628003663,0.0,1.249095633566006,3.0493299079416505,2,0.8036234266355374,False
month_coarse_full20_mean_urgent_cap2,1.2538589588377724,1.3829051122349123,1.2844036697247707,1.348623853211009,40.81084792343455,11.542652793931017,0.0,1.2538589588377724,3.8992942597815903,2,0.8543969892997487,False
cny50_month_coarse_full20_urgent_cap2,1.277120600115407,1.3676311768326095,1.348623853211009,1.3914373088685015,49.48119125569176,15.544358226801263,0.0,1.277120600115407,4.8790814505976705,2,1.0066312307981813,False
month_coarse_partial_h5_urgent_cap2,1.3143289343278912,1.4440251041843832,1.198776758409786,1.2844036697247707,45.82320284646717,11.529675643185191,0.0,1.3143289343278912,5.3902436284539865,2,0.9593333278824545,True
month_coarse_partial_mean_urgent_cap2,1.3056116897248562,1.4338402434658488,1.2201834862385321,1.3058103975535167,46.19250342116996,12.429605596853529,0.0,1.3056116897248562,6.0782943796478826,2,0.9670648334802969,True
cny50_month_coarse_partial_urgent_cap2,1.3045316455696203,1.4110185572380427,1.2629969418960245,1.3272171253822629,51.80992617391294,14.821430683434913,0.0,1.3045316455696203,9.164176945499001,2,1.0302251974766,True
month_fine_full20_h5_urgent_cap2,1.2404689825029505,1.339082934133622,1.198776758409786,1.348623853211009,36.18527145288507,9.200069528110644,0.0,1.2404689825029505,1.3691338087766687,2,0.7575580650601017,False
month_fine_full20_mean_urgent_cap2,1.2704565476498937,1.3861963937468282,1.2201834862385321,1.3272171253822629,39.31742946218443,10.613906728292259,0.0,1.2704565476498937,2.9263392360723817,2,0.8231314728505286,False
cny50_month_fine_full20_urgent_cap2,1.3258426966292136,1.3977575036950236,1.2844036697247707,1.3914373088685015,51.04213687220723,17.152780337625984,0.0,1.3258426966292136,8.066851375511348,2,0.9756756667964092,True
month_fine_partial_h5_urgent_cap2,1.1942314809919106,1.3220177229723398,1.198776758409786,1.3058103975535167,37.602854224647544,8.721507610592797,0.0,1.1942314809919106,1.9262616578770548,2,0.7872359206770531,False
month_fine_partial_mean_urgent_cap2,1.2244315177154945,1.3729066712711215,1.198776758409786,1.2844036697247707,39.580145074883546,8.319751554118099,0.0,1.2244315177154945,2.1096586814005147,2,0.8286315651042666,False
cny50_month_fine_partial_urgent_cap2,1.2951670367119326,1.4427382928778134,1.2415902140672783,1.3272171253822629,49.732955999438545,13.728220769785638,0.0,1.2951670367119326,7.496112423754558,2,1.0411861070521262,False
