origin,cadence,kind,endpoint,n_risk,positive_labels,n_recent_records
2023-11-01,month,fine_full20,10,630,25,0
2023-11-01,month,fine_full20,11,605,23,0
2023-11-01,month,fine_full20,12,582,15,0
2023-11-01,month,fine_full20,13,567,15,0
2023-11-01,month,fine_full20,14,552,8,0
2023-11-01,month,fine_full20,15,544,6,0
2023-11-01,month,fine_full20,16,538,16,0
2023-11-01,month,fine_full20,17,522,11,0
2023-11-01,month,fine_full20,18,511,8,0
2023-11-01,month,fine_full20,19,503,9,0
2023-11-01,month,fine_full20,20,494,7,0
2023-11-01,month,fine_partial,1,2245,1031,95
2023-11-01,month,fine_partial,2,1214,200,46
2023-11-01,month,fine_partial,3,1011,120,30
2023-11-01,month,fine_partial,4,890,66,26
2023-11-01,month,fine_partial,5,824,66,23
2023-11-01,month,fine_partial,6,758,37,17
2023-11-01,month,fine_partial,7,721,39,9
2023-11-01,month,fine_partial,8,682,28,5
2023-11-01,month,fine_partial,9,654,22,2
2023-11-01,month,fine_partial,10,632,25,2
2023-11-01,month,fine_partial,11,607,23,2
2023-11-01,month,fine_partial,12,584,16,2
2023-11-01,month,fine_partial,13,568,15,1
2023-11-01,month,fine_partial,14,553,8,1
2023-11-01,month,fine_partial,15,545,7,1
2023-11-01,month,fine_partial,16,538,16,0
2023-11-01,month,fine_partial,17,522,11,0
2023-11-01,month,fine_partial,18,511,8,0
2023-11-01,month,fine_partial,19,503,9,0
2023-11-01,month,fine_partial,20,494,7,0
2023-12-01,month,direct_full20,5,2255,758,0
2023-12-01,month,direct_mature5,5,2330,767,75
2023-12-01,month,coarse_full20,1,2255,1037,0
2023-12-01,month,coarse_full20,3,1218,324,0
2023-12-01,month,coarse_full20,5,894,136,0
2023-12-01,month,coarse_full20,10,758,151,0
2023-12-01,month,coarse_full20,20,607,120,0
2023-12-01,month,coarse_partial,1,2350,1100,95
2023-12-01,month,coarse_partial,3,1249,339,31
2023-12-01,month,coarse_partial,5,905,138,11
2023-12-01,month,coarse_partial,10,762,155,4
2023-12-01,month,coarse_partial,20,607,120,0
2023-12-01,month,fine_full20,1,2255,1037,0
2023-12-01,month,fine_full20,2,1218,204,0
2023-12-01,month,fine_full20,3,1014,120,0
2023-12-01,month,fine_full20,4,894,69,0
2023-12-01,month,fine_full20,5,825,67,0
2023-12-01,month,fine_full20,6,758,37,0
2023-12-01,month,fine_full20,7,721,39,0
2023-12-01,month,fine_full20,8,682,28,0
2023-12-01,month,fine_full20,9,654,22,0
2023-12-01,month,fine_full20,10,632,25,0
2023-12-01,month,fine_full20,11,607,23,0
2023-12-01,month,fine_full20,12,584,16,0
2023-12-01,month,fine_full20,13,568,15,0
2023-12-01,month,fine_full20,14,553,8,0
2023-12-01,month,fine_full20,15,545,7,0
2023-12-01,month,fine_full20,16,538,16,0
2023-12-01,month,fine_full20,17,522,11,0
2023-12-01,month,fine_full20,18,511,8,0
2023-12-01,month,fine_full20,19,503,9,0
2023-12-01,month,fine_full20,20,494,7,0
2023-12-01,month,fine_partial,1,2350,1100,95
2023-12-01,month,fine_partial,2,1249,214,31
2023-12-01,month,fine_partial,3,1035,125,21
2023-12-01,month,fine_partial,4,906,70,12
2023-12-01,month,fine_partial,5,835,68,10
2023-12-01,month,fine_partial,6,762,40,4
2023-12-01,month,fine_partial,7,722,39,1
2023-12-01,month,fine_partial,8,683,28,1
2023-12-01,month,fine_partial,9,655,22,1
2023-12-01,month,fine_partial,10,633,26,1
2023-12-01,month,fine_partial,11,607,23,0
2023-12-01,month,fine_partial,12,584,16,0
2023-12-01,month,fine_partial,13,568,15,0
2023-12-01,month,fine_partial,14,553,8,0
2023-12-01,month,fine_partial,15,545,7,0
2023-12-01,month,fine_partial,16,538,16,0
2023-12-01,month,fine_partial,17,522,11,0
2023-12-01,month,fine_partial,18,511,8,0
2023-12-01,month,fine_partial,19,503,9,0
2023-12-01,month,fine_partial,20,494,7,0
2024-01-01,quarter,direct_full20,5,2370,785,0
2024-01-01,quarter,direct_mature5,5,2445,810,75
2024-01-01,quarter,coarse_full20,1,2370,1105,0
2024-01-01,quarter,coarse_full20,3,1265,342,0
2024-01-01,quarter,coarse_full20,5,923,138,0
2024-01-01,quarter,coarse_full20,10,785,158,0
2024-01-01,quarter,coarse_full20,20,627,120,0
2024-01-01,quarter,coarse_partial,1,2465,1158,95
2024-01-01,quarter,coarse_partial,3,1307,354,42
2024-01-01,quarter,coarse_partial,5,953,143,30
2024-01-01,quarter,coarse_partial,10,800,165,15
2024-01-01,quarter,coarse_partial,20,627,120,0
2024-01-01,quarter,fine_full20,1,2370,1105,0
2024-01-01,quarter,fine_full20,2,1265,217,0
2024-01-01,quarter,fine_full20,3,1048,125,0
2024-01-01,quarter,fine_full20,4,923,70,0
2024-01-01,quarter,fine_full20,5,853,68,0
2024-01-01,quarter,fine_full20,6,785,40,0
2024-01-01,quarter,fine_full20,7,745,39,0
2024-01-01,quarter,fine_full20,8,706,30,0
2024-01-01,quarter,fine_full20,9,676,23,0
2024-01-01,quarter,fine_full20,10,653,26,0
2024-01-01,quarter,fine_full20,11,627,23,0
2024-01-01,quarter,fine_full20,12,604,16,0
2024-01-01,quarter,fine_full20,13,588,15,0
2024-01-01,quarter,fine_full20,14,573,8,0
2024-01-01,quarter,fine_full20,15,565,7,0
2024-01-01,quarter,fine_full20,16,558,16,0
2024-01-01,quarter,fine_full20,17,542,11,0
2024-01-01,quarter,fine_full20,18,531,8,0
2024-01-01,quarter,fine_full20,19,523,9,0
2024-01-01,quarter,fine_full20,20,514,7,0
2024-01-01,quarter,fine_partial,1,2465,1158,95
2024-01-01,quarter,fine_partial,2,1307,225,42
2024-01-01,quarter,fine_partial,3,1082,129,34
2024-01-01,quarter,fine_partial,4,953,72,30
2024-01-01,quarter,fine_partial,5,881,71,28
2024-01-01,quarter,fine_partial,6,810,48,25
2024-01-01,quarter,fine_partial,7,762,40,17
2024-01-01,quarter,fine_partial,8,721,34,15
2024-01-01,quarter,fine_partial,9,686,23,10
2024-01-01,quarter,fine_partial,10,663,28,10
2024-01-01,quarter,fine_partial,11,632,23,5
2024-01-01,quarter,fine_partial,12,605,16,1
2024-01-01,quarter,fine_partial,13,589,15,1
2024-01-01,quarter,fine_partial,14,573,8,0
2024-01-01,quarter,fine_partial,15,565,7,0
2024-01-01,quarter,fine_partial,16,558,16,0
2024-01-01,quarter,fine_partial,17,542,11,0
2024-01-01,quarter,fine_partial,18,531,8,0
2024-01-01,quarter,fine_partial,19,523,9,0
2024-01-01,quarter,fine_partial,20,514,7,0
2024-01-01,month,direct_full20,5,2370,785,0
2024-01-01,month,direct_mature5,5,2445,810,75
2024-01-01,month,coarse_full20,1,2370,1105,0
2024-01-01,month,coarse_full20,3,1265,342,0
2024-01-01,month,coarse_full20,5,923,138,0
2024-01-01,month,coarse_full20,10,785,158,0
2024-01-01,month,coarse_full20,20,627,120,0
2024-01-01,month,coarse_partial,1,2465,1158,95
2024-01-01,month,coarse_partial,3,1307,354,42
2024-01-01,month,coarse_partial,5,953,143,30
2024-01-01,month,coarse_partial,10,800,165,15
2024-01-01,month,coarse_partial,20,627,120,0
2024-01-01,month,fine_full20,1,2370,1105,0
2024-01-01,month,fine_full20,2,1265,217,0
2024-01-01,month,fine_full20,3,1048,125,0
2024-01-01,month,fine_full20,4,923,70,0
2024-01-01,month,fine_full20,5,853,68,0
2024-01-01,month,fine_full20,6,785,40,0
2024-01-01,month,fine_full20,7,745,39,0
2024-01-01,month,fine_full20,8,706,30,0
2024-01-01,month,fine_full20,9,676,23,0
2024-01-01,month,fine_full20,10,653,26,0
2024-01-01,month,fine_full20,11,627,23,0
2024-01-01,month,fine_full20,12,604,16,0
2024-01-01,month,fine_full20,13,588,15,0
2024-01-01,month,fine_full20,14,573,8,0
2024-01-01,month,fine_full20,15,565,7,0
2024-01-01,month,fine_full20,16,558,16,0
2024-01-01,month,fine_full20,17,542,11,0
2024-01-01,month,fine_full20,18,531,8,0
2024-01-01,month,fine_full20,19,523,9,0
2024-01-01,month,fine_full20,20,514,7,0
2024-01-01,month,fine_partial,1,2465,1158,95
2024-01-01,month,fine_partial,2,1307,225,42
2024-01-01,month,fine_partial,3,1082,129,34
2024-01-01,month,fine_partial,4,953,72,30
2024-01-01,month,fine_partial,5,881,71,28
2024-01-01,month,fine_partial,6,810,48,25
2024-01-01,month,fine_partial,7,762,40,17
2024-01-01,month,fine_partial,8,721,34,15
2024-01-01,month,fine_partial,9,686,23,10
2024-01-01,month,fine_partial,10,663,28,10
2024-01-01,month,fine_partial,11,632,23,5
2024-01-01,month,fine_partial,12,605,16,1
2024-01-01,month,fine_partial,13,589,15,1
2024-01-01,month,fine_partial,14,573,8,0
2024-01-01,month,fine_partial,15,565,7,0
2024-01-01,month,fine_partial,16,558,16,0
2024-01-01,month,fine_partial,17,542,11,0
2024-01-01,month,fine_partial,18,531,8,0
2024-01-01,month,fine_partial,19,523,9,0
2024-01-01,month,fine_partial,20,514,7,0
2024-02-01,month,direct_full20,5,2445,810,0
2024-02-01,month,direct_mature5,5,2520,816,75
2024-02-01,month,coarse_full20,1,2445,1141,0
2024-02-01,month,coarse_full20,3,1304,351,0
2024-02-01,month,coarse_full20,5,953,143,0
2024-02-01,month,coarse_full20,10,810,174,0
2024-02-01,month,coarse_full20,20,636,129,0
2024-02-01,month,coarse_partial,1,2540,1198,95
2024-02-01,month,coarse_partial,3,1333,364,29
2024-02-01,month,coarse_partial,5,959,143,6
2024-02-01,month,coarse_partial,10,810,174,0
2024-02-01,month,coarse_partial,20,636,129,0
2024-02-01,month,fine_full20,1,2445,1141,0
2024-02-01,month,fine_full20,2,1304,223,0
2024-02-01,month,fine_full20,3,1081,128,0
2024-02-01,month,fine_full20,4,953,72,0
2024-02-01,month,fine_full20,5,881,71,0
2024-02-01,month,fine_full20,6,810,48,0
2024-02-01,month,fine_full20,7,762,40,0
2024-02-01,month,fine_full20,8,722,34,0
2024-02-01,month,fine_full20,9,688,24,0
2024-02-01,month,fine_full20,10,664,28,0
2024-02-01,month,fine_full20,11,636,24,0
2024-02-01,month,fine_full20,12,612,18,0
2024-02-01,month,fine_full20,13,594,19,0
2024-02-01,month,fine_full20,14,575,9,0
2024-02-01,month,fine_full20,15,566,7,0
2024-02-01,month,fine_full20,16,559,17,0
2024-02-01,month,fine_full20,17,542,11,0
2024-02-01,month,fine_full20,18,531,8,0
2024-02-01,month,fine_full20,19,523,9,0
2024-02-01,month,fine_full20,20,514,7,0
2024-02-01,month,fine_partial,1,2540,1198,95
2024-02-01,month,fine_partial,2,1338,231,34
2024-02-01,month,fine_partial,3,1102,133,21
2024-02-01,month,fine_partial,4,964,72,11
2024-02-01,month,fine_partial,5,887,71,6
2024-02-01,month,fine_partial,6,815,48,5
2024-02-01,month,fine_partial,7,767,40,5
2024-02-01,month,fine_partial,8,727,34,5
2024-02-01,month,fine_partial,9,693,24,5
2024-02-01,month,fine_partial,10,664,28,0
2024-02-01,month,fine_partial,11,636,24,0
2024-02-01,month,fine_partial,12,612,18,0
2024-02-01,month,fine_partial,13,594,19,0
2024-02-01,month,fine_partial,14,575,9,0
2024-02-01,month,fine_partial,15,566,7,0
2024-02-01,month,fine_partial,16,559,17,0
2024-02-01,month,fine_partial,17,542,11,0
2024-02-01,month,fine_partial,18,531,8,0
2024-02-01,month,fine_partial,19,523,9,0
2024-02-01,month,fine_partial,20,514,7,0
2024-03-01,month,direct_full20,5,2545,830,0
2024-03-01,month,direct_mature5,5,2620,873,75
2024-03-01,month,coarse_full20,1,2545,1203,0
2024-03-01,month,coarse_full20,3,1342,369,0
2024-03-01,month,coarse_full20,5,973,143,0
2024-03-01,month,coarse_full20,10,830,174,0
2024-03-01,month,coarse_full20,20,656,129,0
2024-03-01,month,coarse_partial,1,2640,1233,95
2024-03-01,month,coarse_partial,3,1406,383,64
2024-03-01,month,coarse_partial,5,1018,145,45
2024-03-01,month,coarse_partial,10,861,174,31
2024-03-01,month,coarse_partial,20,656,129,0
2024-03-01,month,fine_full20,1,2545,1203,0
2024-03-01,month,fine_full20,2,1342,235,0
2024-03-01,month,fine_full20,3,1107,134,0
2024-03-01,month,fine_full20,4,973,72,0
2024-03-01,month,fine_full20,5,901,71,0
2024-03-01,month,fine_full20,6,830,48,0
2024-03-01,month,fine_full20,7,782,40,0
2024-03-01,month,fine_full20,8,742,34,0
2024-03-01,month,fine_full20,9,708,24,0
2024-03-01,month,fine_full20,10,684,28,0
2024-03-01,month,fine_full20,11,656,24,0
2024-03-01,month,fine_full20,12,632,18,0
2024-03-01,month,fine_full20,13,614,19,0
2024-03-01,month,fine_full20,14,595,9,0
2024-03-01,month,fine_full20,15,586,7,0
2024-03-01,month,fine_full20,16,579,17,0
2024-03-01,month,fine_full20,17,562,11,0
2024-03-01,month,fine_full20,18,551,8,0
2024-03-01,month,fine_full20,19,543,9,0
2024-03-01,month,fine_full20,20,534,7,0
2024-03-01,month,fine_partial,1,2640,1233,95
2024-03-01,month,fine_partial,2,1407,244,65
2024-03-01,month,fine_partial,3,1163,140,56
2024-03-01,month,fine_partial,4,1022,76,49
2024-03-01,month,fine_partial,5,946,73,45
2024-03-01,month,fine_partial,6,873,48,43
2024-03-01,month,fine_partial,7,825,40,43
2024-03-01,month,fine_partial,8,781,34,39
2024-03-01,month,fine_partial,9,743,24,35
2024-03-01,month,fine_partial,10,715,28,31
2024-03-01,month,fine_partial,11,682,24,26
2024-03-01,month,fine_partial,12,653,18,21
2024-03-01,month,fine_partial,13,635,19,21
2024-03-01,month,fine_partial,14,615,9,20
2024-03-01,month,fine_partial,15,601,7,15
2024-03-01,month,fine_partial,16,594,17,15
2024-03-01,month,fine_partial,17,576,11,14
2024-03-01,month,fine_partial,18,561,8,10
2024-03-01,month,fine_partial,19,548,9,5
2024-03-01,month,fine_partial,20,534,7,0
2024-04-01,quarter,direct_full20,5,2655,873,0
2024-04-01,quarter,direct_mature5,5,2730,909,75
2024-04-01,quarter,coarse_full20,1,2655,1242,0
2024-04-01,quarter,coarse_full20,3,1413,386,0
2024-04-01,quarter,coarse_full20,5,1027,154,0
2024-04-01,quarter,coarse_full20,10,873,182,0
2024-04-01,quarter,coarse_full20,20,691,147,0
2024-04-01,quarter,coarse_partial,1,2750,1280,95
2024-04-01,quarter,coarse_partial,3,1466,401,53
2024-04-01,quarter,coarse_partial,5,1064,155,37
2024-04-01,quarter,coarse_partial,10,900,182,27
2024-04-01,quarter,coarse_partial,20,691,147,0
2024-04-01,quarter,fine_full20,1,2655,1242,0
2024-04-01,quarter,fine_full20,2,1413,245,0
2024-04-01,quarter,fine_full20,3,1168,141,0
2024-04-01,quarter,fine_full20,4,1027,80,0
2024-04-01,quarter,fine_full20,5,947,74,0
2024-04-01,quarter,fine_full20,6,873,48,0
2024-04-01,quarter,fine_full20,7,825,40,0
2024-04-01,quarter,fine_full20,8,785,35,0
2024-04-01,quarter,fine_full20,9,750,27,0
2024-04-01,quarter,fine_full20,10,723,32,0
2024-04-01,quarter,fine_full20,11,691,28,0
2024-04-01,quarter,fine_full20,12,663,23,0
2024-04-01,quarter,fine_full20,13,640,23,0
2024-04-01,quarter,fine_full20,14,617,9,0
2024-04-01,quarter,fine_full20,15,608,7,0
2024-04-01,quarter,fine_full20,16,601,17,0
2024-04-01,quarter,fine_full20,17,584,12,0
2024-04-01,quarter,fine_full20,18,572,8,0
2024-04-01,quarter,fine_full20,19,564,9,0
2024-04-01,quarter,fine_full20,20,555,11,0
2024-04-01,quarter,fine_partial,1,2750,1280,95
2024-04-01,quarter,fine_partial,2,1466,257,53
2024-04-01,quarter,fine_partial,3,1209,144,41
2024-04-01,quarter,fine_partial,4,1064,81,37
2024-04-01,quarter,fine_partial,5,983,74,36
2024-04-01,quarter,fine_partial,6,908,49,35
2024-04-01,quarter,fine_partial,7,855,40,30
2024-04-01,quarter,fine_partial,8,815,35,30
2024-04-01,quarter,fine_partial,9,779,27,29
2024-04-01,quarter,fine_partial,10,750,32,27
2024-04-01,quarter,fine_partial,11,714,28,23
2024-04-01,quarter,fine_partial,12,681,23,18
2024-04-01,quarter,fine_partial,13,654,23,14
2024-04-01,quarter,fine_partial,14,626,9,9
2024-04-01,quarter,fine_partial,15,613,7,5
2024-04-01,quarter,fine_partial,16,606,17,5
2024-04-01,quarter,fine_partial,17,584,12,0
2024-04-01,quarter,fine_partial,18,572,8,0
2024-04-01,quarter,fine_partial,19,564,9,0
2024-04-01,quarter,fine_partial,20,555,11,0
2024-04-01,month,direct_full20,5,2655,873,0
2024-04-01,month,direct_mature5,5,2730,909,75
2024-04-01,month,coarse_full20,1,2655,1242,0
2024-04-01,month,coarse_full20,3,1413,386,0
2024-04-01,month,coarse_full20,5,1027,154,0
2024-04-01,month,coarse_full20,10,873,182,0
2024-04-01,month,coarse_full20,20,691,147,0
2024-04-01,month,coarse_partial,1,2750,1280,95
2024-04-01,month,coarse_partial,3,1466,401,53
2024-04-01,month,coarse_partial,5,1064,155,37
2024-04-01,month,coarse_partial,10,900,182,27
2024-04-01,month,coarse_partial,20,691,147,0
2024-04-01,month,fine_full20,1,2655,1242,0
2024-04-01,month,fine_full20,2,1413,245,0
2024-04-01,month,fine_full20,3,1168,141,0
2024-04-01,month,fine_full20,4,1027,80,0
2024-04-01,month,fine_full20,5,947,74,0
2024-04-01,month,fine_full20,6,873,48,0
2024-04-01,month,fine_full20,7,825,40,0
2024-04-01,month,fine_full20,8,785,35,0
2024-04-01,month,fine_full20,9,750,27,0
2024-04-01,month,fine_full20,10,723,32,0
2024-04-01,month,fine_full20,11,691,28,0
2024-04-01,month,fine_full20,12,663,23,0
2024-04-01,month,fine_full20,13,640,23,0
2024-04-01,month,fine_full20,14,617,9,0
2024-04-01,month,fine_full20,15,608,7,0
2024-04-01,month,fine_full20,16,601,17,0
2024-04-01,month,fine_full20,17,584,12,0
2024-04-01,month,fine_full20,18,572,8,0
2024-04-01,month,fine_full20,19,564,9,0
2024-04-01,month,fine_full20,20,555,11,0
2024-04-01,month,fine_partial,1,2750,1280,95
2024-04-01,month,fine_partial,2,1466,257,53
2024-04-01,month,fine_partial,3,1209,144,41
2024-04-01,month,fine_partial,4,1064,81,37
2024-04-01,month,fine_partial,5,983,74,36
2024-04-01,month,fine_partial,6,908,49,35
2024-04-01,month,fine_partial,7,855,40,30
2024-04-01,month,fine_partial,8,815,35,30
2024-04-01,month,fine_partial,9,779,27,29
2024-04-01,month,fine_partial,10,750,32,27
2024-04-01,month,fine_partial,11,714,28,23
2024-04-01,month,fine_partial,12,681,23,18
2024-04-01,month,fine_partial,13,654,23,14
2024-04-01,month,fine_partial,14,626,9,9
2024-04-01,month,fine_partial,15,613,7,5
2024-04-01,month,fine_partial,16,606,17,5
2024-04-01,month,fine_partial,17,584,12,0
2024-04-01,month,fine_partial,18,572,8,0
2024-04-01,month,fine_partial,19,564,9,0
2024-04-01,month,fine_partial,20,555,11,0
2024-05-01,month,direct_full20,5,2760,918,0
2024-05-01,month,direct_mature5,5,2835,945,75
2024-05-01,month,coarse_full20,1,2760,1283,0
2024-05-01,month,coarse_full20,3,1477,404,0
2024-05-01,month,coarse_full20,5,1073,155,0
2024-05-01,month,coarse_full20,10,918,184,0
2024-05-01,month,coarse_full20,20,734,150,0
2024-05-01,month,coarse_partial,1,2855,1328,95
2024-05-01,month,coarse_partial,3,1525,418,48
2024-05-01,month,coarse_partial,5,1107,162,34
2024-05-01,month,coarse_partial,10,945,193,27
2024-05-01,month,coarse_partial,20,734,150,0
2024-05-01,month,fine_full20,1,2760,1283,0
2024-05-01,month,fine_full20,2,1477,258,0
2024-05-01,month,fine_full20,3,1219,146,0
2024-05-01,month,fine_full20,4,1073,81,0
2024-05-01,month,fine_full20,5,992,74,0
2024-05-01,month,fine_full20,6,918,49,0
2024-05-01,month,fine_full20,7,869,40,0
2024-05-01,month,fine_full20,8,829,35,0
2024-05-01,month,fine_full20,9,794,27,0
2024-05-01,month,fine_full20,10,767,33,0
2024-05-01,month,fine_full20,11,734,29,0
2024-05-01,month,fine_full20,12,705,23,0
2024-05-01,month,fine_full20,13,682,23,0
2024-05-01,month,fine_full20,14,659,9,0
2024-05-01,month,fine_full20,15,650,8,0
2024-05-01,month,fine_full20,16,642,18,0
2024-05-01,month,fine_full20,17,624,12,0
2024-05-01,month,fine_full20,18,612,8,0
2024-05-01,month,fine_full20,19,604,9,0
2024-05-01,month,fine_full20,20,595,11,0
2024-05-01,month,fine_partial,1,2855,1328,95
2024-05-01,month,fine_partial,2,1527,267,50
2024-05-01,month,fine_partial,3,1259,152,40
2024-05-01,month,fine_partial,4,1107,86,34
2024-05-01,month,fine_partial,5,1021,76,29
2024-05-01,month,fine_partial,6,945,51,27
2024-05-01,month,fine_partial,7,894,40,25
2024-05-01,month,fine_partial,8,854,39,25
2024-05-01,month,fine_partial,9,815,28,21
2024-05-01,month,fine_partial,10,787,35,20
2024-05-01,month,fine_partial,11,751,31,17
2024-05-01,month,fine_partial,12,720,26,15
2024-05-01,month,fine_partial,13,694,26,12
2024-05-01,month,fine_partial,14,668,12,9
2024-05-01,month,fine_partial,15,656,9,6
2024-05-01,month,fine_partial,16,647,19,5
2024-05-01,month,fine_partial,17,627,12,3
2024-05-01,month,fine_partial,18,613,8,1
2024-05-01,month,fine_partial,19,604,9,0
2024-05-01,month,fine_partial,20,595,11,0
2024-06-01,month,direct_full20,5,2850,945,0
2024-06-01,month,direct_mature5,5,2925,947,75
2024-06-01,month,coarse_full20,1,2850,1323,0
2024-06-01,month,coarse_full20,3,1527,419,0
2024-06-01,month,coarse_full20,5,1108,163,0
2024-06-01,month,coarse_full20,10,945,193,0
2024-06-01,month,coarse_full20,20,752,166,0
2024-06-01,month,coarse_partial,1,2945,1391,95
2024-06-01,month,coarse_partial,3,1549,436,22
2024-06-01,month,coarse_partial,5,1113,166,5
2024-06-01,month,coarse_partial,10,947,195,2
2024-06-01,month,coarse_partial,20,752,166,0
2024-06-01,month,fine_full20,1,2850,1323,0
2024-06-01,month,fine_full20,2,1527,267,0
2024-06-01,month,fine_full20,3,1260,152,0
2024-06-01,month,fine_full20,4,1108,87,0
2024-06-01,month,fine_full20,5,1021,76,0
2024-06-01,month,fine_full20,6,945,51,0
2024-06-01,month,fine_full20,7,894,40,0
2024-06-01,month,fine_full20,8,854,39,0
2024-06-01,month,fine_full20,9,815,28,0
2024-06-01,month,fine_full20,10,787,35,0
2024-06-01,month,fine_full20,11,752,31,0
2024-06-01,month,fine_full20,12,721,26,0
2024-06-01,month,fine_full20,13,695,27,0
2024-06-01,month,fine_full20,14,668,12,0
2024-06-01,month,fine_full20,15,656,9,0
2024-06-01,month,fine_full20,16,647,19,0
2024-06-01,month,fine_full20,17,628,12,0
2024-06-01,month,fine_full20,18,616,9,0
2024-06-01,month,fine_full20,19,607,9,0
2024-06-01,month,fine_full20,20,598,12,0
2024-06-01,month,fine_partial,1,2945,1391,95
2024-06-01,month,fine_partial,2,1549,277,22
2024-06-01,month,fine_partial,3,1272,159,12
2024-06-01,month,fine_partial,4,1113,88,5
2024-06-01,month,fine_partial,5,1025,78,4
2024-06-01,month,fine_partial,6,947,52,2
2024-06-01,month,fine_partial,7,895,41,1
2024-06-01,month,fine_partial,8,854,39,0
2024-06-01,month,fine_partial,9,815,28,0
2024-06-01,month,fine_partial,10,787,35,0
2024-06-01,month,fine_partial,11,752,31,0
2024-06-01,month,fine_partial,12,721,26,0
2024-06-01,month,fine_partial,13,695,27,0
2024-06-01,month,fine_partial,14,668,12,0
2024-06-01,month,fine_partial,15,656,9,0
2024-06-01,month,fine_partial,16,647,19,0
2024-06-01,month,fine_partial,17,628,12,0
2024-06-01,month,fine_partial,18,616,9,0
2024-06-01,month,fine_partial,19,607,9,0
2024-06-01,month,fine_partial,20,598,12,0
2024-07-01,quarter,direct_full20,5,2955,951,0
2024-07-01,quarter,direct_mature5,5,3030,958,75
2024-07-01,quarter,coarse_full20,1,2955,1391,0
2024-07-01,quarter,coarse_full20,3,1564,442,0
2024-07-01,quarter,coarse_full20,5,1122,171,0
2024-07-01,quarter,coarse_full20,10,951,195,0
2024-07-01,quarter,coarse_full20,20,756,170,0
2024-07-01,quarter,coarse_partial,1,3050,1439,95
2024-07-01,quarter,coarse_partial,3,1606,465,42
2024-07-01,quarter,coarse_partial,5,1141,183,19
2024-07-01,quarter,coarse_partial,10,953,197,2
2024-07-01,quarter,coarse_partial,20,756,170,0
2024-07-01,quarter,fine_full20,1,2955,1391,0
2024-07-01,quarter,fine_full20,2,1564,282,0
2024-07-01,quarter,fine_full20,3,1282,160,0
2024-07-01,quarter,fine_full20,4,1122,92,0
2024-07-01,quarter,fine_full20,5,1030,79,0
2024-07-01,quarter,fine_full20,6,951,52,0
2024-07-01,quarter,fine_full20,7,899,41,0
2024-07-01,quarter,fine_full20,8,858,39,0
2024-07-01,quarter,fine_full20,9,819,28,0
2024-07-01,quarter,fine_full20,10,791,35,0
2024-07-01,quarter,fine_full20,11,756,32,0
2024-07-01,quarter,fine_full20,12,724,26,0
2024-07-01,quarter,fine_full20,13,698,27,0
2024-07-01,quarter,fine_full20,14,671,15,0
2024-07-01,quarter,fine_full20,15,656,9,0
2024-07-01,quarter,fine_full20,16,647,19,0
2024-07-01,quarter,fine_full20,17,628,12,0
2024-07-01,quarter,fine_full20,18,616,9,0
2024-07-01,quarter,fine_full20,19,607,9,0
2024-07-01,quarter,fine_full20,20,598,12,0
2024-07-01,quarter,fine_partial,1,3050,1439,95
2024-07-01,quarter,fine_partial,2,1606,293,42
2024-07-01,quarter,fine_partial,3,1313,172,31
2024-07-01,quarter,fine_partial,4,1141,96,19
2024-07-01,quarter,fine_partial,5,1045,87,15
2024-07-01,quarter,fine_partial,6,958,54,7
2024-07-01,quarter,fine_partial,7,904,41,5
2024-07-01,quarter,fine_partial,8,858,39,0
2024-07-01,quarter,fine_partial,9,819,28,0
2024-07-01,quarter,fine_partial,10,791,35,0
2024-07-01,quarter,fine_partial,11,756,32,0
2024-07-01,quarter,fine_partial,12,724,26,0
2024-07-01,quarter,fine_partial,13,698,27,0
2024-07-01,quarter,fine_partial,14,671,15,0
2024-07-01,quarter,fine_partial,15,656,9,0
2024-07-01,quarter,fine_partial,16,647,19,0
2024-07-01,quarter,fine_partial,17,628,12,0
2024-07-01,quarter,fine_partial,18,616,9,0
2024-07-01,quarter,fine_partial,19,607,9,0
2024-07-01,quarter,fine_partial,20,598,12,0
2024-07-01,month,direct_full20,5,2955,951,0
2024-07-01,month,direct_mature5,5,3030,958,75
2024-07-01,month,coarse_full20,1,2955,1391,0
2024-07-01,month,coarse_full20,3,1564,442,0
2024-07-01,month,coarse_full20,5,1122,171,0
2024-07-01,month,coarse_full20,10,951,195,0
2024-07-01,month,coarse_full20,20,756,170,0
2024-07-01,month,coarse_partial,1,3050,1439,95
2024-07-01,month,coarse_partial,3,1606,465,42
2024-07-01,month,coarse_partial,5,1141,183,19
2024-07-01,month,coarse_partial,10,953,197,2
2024-07-01,month,coarse_partial,20,756,170,0
2024-07-01,month,fine_full20,1,2955,1391,0
2024-07-01,month,fine_full20,2,1564,282,0
2024-07-01,month,fine_full20,3,1282,160,0
2024-07-01,month,fine_full20,4,1122,92,0
2024-07-01,month,fine_full20,5,1030,79,0
2024-07-01,month,fine_full20,6,951,52,0
2024-07-01,month,fine_full20,7,899,41,0
2024-07-01,month,fine_full20,8,858,39,0
2024-07-01,month,fine_full20,9,819,28,0
2024-07-01,month,fine_full20,10,791,35,0
2024-07-01,month,fine_full20,11,756,32,0
2024-07-01,month,fine_full20,12,724,26,0
2024-07-01,month,fine_full20,13,698,27,0
2024-07-01,month,fine_full20,14,671,15,0
2024-07-01,month,fine_full20,15,656,9,0
2024-07-01,month,fine_full20,16,647,19,0
