origin,cadence,kind,endpoint,n_risk,positive_labels,n_recent_records
2023-03-01,month,coarse_partial,5,496,73,58
2023-03-01,month,coarse_partial,10,408,74,39
2023-03-01,month,coarse_partial,20,295,65,0
2023-03-01,month,fine_full20,1,1300,655,0
2023-03-01,month,fine_full20,2,645,132,0
2023-03-01,month,fine_full20,3,513,75,0
2023-03-01,month,fine_full20,4,438,30,0
2023-03-01,month,fine_full20,5,408,39,0
2023-03-01,month,fine_full20,6,369,20,0
2023-03-01,month,fine_full20,7,349,17,0
2023-03-01,month,fine_full20,8,332,17,0
2023-03-01,month,fine_full20,9,315,7,0
2023-03-01,month,fine_full20,10,308,13,0
2023-03-01,month,fine_full20,11,295,14,0
2023-03-01,month,fine_full20,12,281,10,0
2023-03-01,month,fine_full20,13,271,10,0
2023-03-01,month,fine_full20,14,261,4,0
2023-03-01,month,fine_full20,15,257,5,0
2023-03-01,month,fine_full20,16,252,9,0
2023-03-01,month,fine_full20,17,243,6,0
2023-03-01,month,fine_full20,18,237,3,0
2023-03-01,month,fine_full20,19,234,3,0
2023-03-01,month,fine_full20,20,231,1,0
2023-03-01,month,fine_partial,1,1395,679,95
2023-03-01,month,fine_partial,2,714,137,69
2023-03-01,month,fine_partial,3,573,77,60
2023-03-01,month,fine_partial,4,496,32,58
2023-03-01,month,fine_partial,5,464,41,56
2023-03-01,month,fine_partial,6,421,21,52
2023-03-01,month,fine_partial,7,397,17,48
2023-03-01,month,fine_partial,8,378,17,46
2023-03-01,month,fine_partial,9,357,7,42
2023-03-01,month,fine_partial,10,347,13,39
2023-03-01,month,fine_partial,11,329,14,34
2023-03-01,month,fine_partial,12,310,10,29
2023-03-01,month,fine_partial,13,296,10,25
2023-03-01,month,fine_partial,14,281,4,20
2023-03-01,month,fine_partial,15,272,5,15
2023-03-01,month,fine_partial,16,267,9,15
2023-03-01,month,fine_partial,17,258,6,15
2023-03-01,month,fine_partial,18,247,3,10
2023-03-01,month,fine_partial,19,239,3,5
2023-03-01,month,fine_partial,20,231,1,0
2023-04-01,quarter,direct_full20,5,1410,436,0
2023-04-01,quarter,direct_mature5,5,1485,453,75
2023-04-01,quarter,coarse_full20,1,1410,685,0
2023-04-01,quarter,coarse_full20,3,725,216,0
2023-04-01,quarter,coarse_full20,5,509,73,0
2023-04-01,quarter,coarse_full20,10,436,77,0
2023-04-01,quarter,coarse_full20,20,359,70,0
2023-04-01,quarter,coarse_partial,1,1505,721,95
2023-04-01,quarter,coarse_partial,3,775,230,50
2023-04-01,quarter,coarse_partial,5,537,84,28
2023-04-01,quarter,coarse_partial,10,451,84,15
2023-04-01,quarter,coarse_partial,20,359,70,0
2023-04-01,quarter,fine_full20,1,1410,685,0
2023-04-01,quarter,fine_full20,2,725,138,0
2023-04-01,quarter,fine_full20,3,587,78,0
2023-04-01,quarter,fine_full20,4,509,32,0
2023-04-01,quarter,fine_full20,5,477,41,0
2023-04-01,quarter,fine_full20,6,436,21,0
2023-04-01,quarter,fine_full20,7,415,17,0
2023-04-01,quarter,fine_full20,8,398,17,0
2023-04-01,quarter,fine_full20,9,381,9,0
2023-04-01,quarter,fine_full20,10,372,13,0
2023-04-01,quarter,fine_full20,11,359,16,0
2023-04-01,quarter,fine_full20,12,343,10,0
2023-04-01,quarter,fine_full20,13,333,12,0
2023-04-01,quarter,fine_full20,14,321,4,0
2023-04-01,quarter,fine_full20,15,317,5,0
2023-04-01,quarter,fine_full20,16,312,9,0
2023-04-01,quarter,fine_full20,17,303,6,0
2023-04-01,quarter,fine_full20,18,297,4,0
2023-04-01,quarter,fine_full20,19,293,3,0
2023-04-01,quarter,fine_full20,20,290,1,0
2023-04-01,quarter,fine_partial,1,1505,721,95
2023-04-01,quarter,fine_partial,2,779,149,54
2023-04-01,quarter,fine_partial,3,626,81,39
2023-04-01,quarter,fine_partial,4,541,40,32
2023-04-01,quarter,fine_partial,5,497,44,20
2023-04-01,quarter,fine_partial,6,453,23,17
2023-04-01,quarter,fine_partial,7,430,18,15
2023-04-01,quarter,fine_partial,8,412,21,14
2023-04-01,quarter,fine_partial,9,390,9,9
2023-04-01,quarter,fine_partial,10,380,13,8
2023-04-01,quarter,fine_partial,11,363,16,4
2023-04-01,quarter,fine_partial,12,343,10,0
2023-04-01,quarter,fine_partial,13,333,12,0
2023-04-01,quarter,fine_partial,14,321,4,0
2023-04-01,quarter,fine_partial,15,317,5,0
2023-04-01,quarter,fine_partial,16,312,9,0
2023-04-01,quarter,fine_partial,17,303,6,0
2023-04-01,quarter,fine_partial,18,297,4,0
2023-04-01,quarter,fine_partial,19,293,3,0
2023-04-01,quarter,fine_partial,20,290,1,0
2023-04-01,month,direct_full20,5,1410,436,0
2023-04-01,month,direct_mature5,5,1485,453,75
2023-04-01,month,coarse_full20,1,1410,685,0
2023-04-01,month,coarse_full20,3,725,216,0
2023-04-01,month,coarse_full20,5,509,73,0
2023-04-01,month,coarse_full20,10,436,77,0
2023-04-01,month,coarse_full20,20,359,70,0
2023-04-01,month,coarse_partial,1,1505,721,95
2023-04-01,month,coarse_partial,3,775,230,50
2023-04-01,month,coarse_partial,5,537,84,28
2023-04-01,month,coarse_partial,10,451,84,15
2023-04-01,month,coarse_partial,20,359,70,0
2023-04-01,month,fine_full20,1,1410,685,0
2023-04-01,month,fine_full20,2,725,138,0
2023-04-01,month,fine_full20,3,587,78,0
2023-04-01,month,fine_full20,4,509,32,0
2023-04-01,month,fine_full20,5,477,41,0
2023-04-01,month,fine_full20,6,436,21,0
2023-04-01,month,fine_full20,7,415,17,0
2023-04-01,month,fine_full20,8,398,17,0
2023-04-01,month,fine_full20,9,381,9,0
2023-04-01,month,fine_full20,10,372,13,0
2023-04-01,month,fine_full20,11,359,16,0
2023-04-01,month,fine_full20,12,343,10,0
2023-04-01,month,fine_full20,13,333,12,0
2023-04-01,month,fine_full20,14,321,4,0
2023-04-01,month,fine_full20,15,317,5,0
2023-04-01,month,fine_full20,16,312,9,0
2023-04-01,month,fine_full20,17,303,6,0
2023-04-01,month,fine_full20,18,297,4,0
2023-04-01,month,fine_full20,19,293,3,0
2023-04-01,month,fine_full20,20,290,1,0
2023-04-01,month,fine_partial,1,1505,721,95
2023-04-01,month,fine_partial,2,779,149,54
2023-04-01,month,fine_partial,3,626,81,39
2023-04-01,month,fine_partial,4,541,40,32
2023-04-01,month,fine_partial,5,497,44,20
2023-04-01,month,fine_partial,6,453,23,17
2023-04-01,month,fine_partial,7,430,18,15
2023-04-01,month,fine_partial,8,412,21,14
2023-04-01,month,fine_partial,9,390,9,9
2023-04-01,month,fine_partial,10,380,13,8
2023-04-01,month,fine_partial,11,363,16,4
2023-04-01,month,fine_partial,12,343,10,0
2023-04-01,month,fine_partial,13,333,12,0
2023-04-01,month,fine_partial,14,321,4,0
2023-04-01,month,fine_partial,15,317,5,0
2023-04-01,month,fine_partial,16,312,9,0
2023-04-01,month,fine_partial,17,303,6,0
2023-04-01,month,fine_partial,18,297,4,0
2023-04-01,month,fine_partial,19,293,3,0
2023-04-01,month,fine_partial,20,290,1,0
2023-05-01,month,direct_full20,5,1520,483,0
2023-05-01,month,direct_mature5,5,1595,503,75
2023-05-01,month,coarse_full20,1,1520,723,0
2023-05-01,month,coarse_full20,3,797,230,0
2023-05-01,month,coarse_full20,5,567,84,0
2023-05-01,month,coarse_full20,10,483,84,0
2023-05-01,month,coarse_full20,20,399,70,0
2023-05-01,month,coarse_partial,1,1615,768,95
2023-05-01,month,coarse_partial,3,844,246,47
2023-05-01,month,coarse_partial,5,593,90,26
2023-05-01,month,coarse_partial,10,503,85,20
2023-05-01,month,coarse_partial,20,399,70,0
2023-05-01,month,fine_full20,1,1520,723,0
2023-05-01,month,fine_full20,2,797,149,0
2023-05-01,month,fine_full20,3,648,81,0
2023-05-01,month,fine_full20,4,567,40,0
2023-05-01,month,fine_full20,5,527,44,0
2023-05-01,month,fine_full20,6,483,23,0
2023-05-01,month,fine_full20,7,460,18,0
2023-05-01,month,fine_full20,8,442,21,0
2023-05-01,month,fine_full20,9,421,9,0
2023-05-01,month,fine_full20,10,412,13,0
2023-05-01,month,fine_full20,11,399,16,0
2023-05-01,month,fine_full20,12,383,10,0
2023-05-01,month,fine_full20,13,373,12,0
2023-05-01,month,fine_full20,14,361,4,0
2023-05-01,month,fine_full20,15,357,5,0
2023-05-01,month,fine_full20,16,352,9,0
2023-05-01,month,fine_full20,17,343,6,0
2023-05-01,month,fine_full20,18,337,4,0
2023-05-01,month,fine_full20,19,333,3,0
2023-05-01,month,fine_full20,20,330,1,0
2023-05-01,month,fine_partial,1,1615,768,95
2023-05-01,month,fine_partial,2,847,156,50
2023-05-01,month,fine_partial,3,691,93,43
2023-05-01,month,fine_partial,4,598,47,31
2023-05-01,month,fine_partial,5,551,48,24
2023-05-01,month,fine_partial,6,503,24,20
2023-05-01,month,fine_partial,7,479,18,19
2023-05-01,month,fine_partial,8,461,21,19
2023-05-01,month,fine_partial,9,440,9,19
2023-05-01,month,fine_partial,10,431,13,19
2023-05-01,month,fine_partial,11,418,16,19
2023-05-01,month,fine_partial,12,402,10,19
2023-05-01,month,fine_partial,13,392,12,19
2023-05-01,month,fine_partial,14,380,4,19
2023-05-01,month,fine_partial,15,376,5,19
2023-05-01,month,fine_partial,16,371,12,19
2023-05-01,month,fine_partial,17,358,7,15
2023-05-01,month,fine_partial,18,347,4,10
2023-05-01,month,fine_partial,19,338,3,5
2023-05-01,month,fine_partial,20,330,1,0
2023-06-01,month,direct_full20,5,1610,503,0
2023-06-01,month,direct_mature5,5,1685,526,75
2023-06-01,month,coarse_full20,1,1610,763,0
2023-06-01,month,coarse_full20,3,847,249,0
2023-06-01,month,coarse_full20,5,598,95,0
2023-06-01,month,coarse_full20,10,503,85,0
2023-06-01,month,coarse_full20,20,418,82,0
2023-06-01,month,coarse_partial,1,1705,819,95
2023-06-01,month,coarse_partial,3,881,258,34
2023-06-01,month,coarse_partial,5,622,96,24
2023-06-01,month,coarse_partial,10,518,85,15
2023-06-01,month,coarse_partial,20,418,82,0
2023-06-01,month,fine_full20,1,1610,763,0
2023-06-01,month,fine_full20,2,847,156,0
2023-06-01,month,fine_full20,3,691,93,0
2023-06-01,month,fine_full20,4,598,47,0
2023-06-01,month,fine_full20,5,551,48,0
2023-06-01,month,fine_full20,6,503,24,0
2023-06-01,month,fine_full20,7,479,18,0
2023-06-01,month,fine_full20,8,461,21,0
2023-06-01,month,fine_full20,9,440,9,0
2023-06-01,month,fine_full20,10,431,13,0
2023-06-01,month,fine_full20,11,418,16,0
2023-06-01,month,fine_full20,12,402,10,0
2023-06-01,month,fine_full20,13,392,12,0
2023-06-01,month,fine_full20,14,380,4,0
2023-06-01,month,fine_full20,15,376,5,0
2023-06-01,month,fine_full20,16,371,12,0
2023-06-01,month,fine_full20,17,359,8,0
2023-06-01,month,fine_full20,18,351,4,0
2023-06-01,month,fine_full20,19,347,6,0
2023-06-01,month,fine_full20,20,341,5,0
2023-06-01,month,fine_partial,1,1705,819,95
2023-06-01,month,fine_partial,2,881,161,34
2023-06-01,month,fine_partial,3,720,97,29
2023-06-01,month,fine_partial,4,622,47,24
2023-06-01,month,fine_partial,5,575,49,24
2023-06-01,month,fine_partial,6,522,24,19
2023-06-01,month,fine_partial,7,495,18,16
2023-06-01,month,fine_partial,8,477,21,16
2023-06-01,month,fine_partial,9,456,9,16
2023-06-01,month,fine_partial,10,446,13,15
2023-06-01,month,fine_partial,11,428,16,10
2023-06-01,month,fine_partial,12,407,10,5
2023-06-01,month,fine_partial,13,392,12,0
2023-06-01,month,fine_partial,14,380,4,0
2023-06-01,month,fine_partial,15,376,5,0
2023-06-01,month,fine_partial,16,371,12,0
2023-06-01,month,fine_partial,17,359,8,0
2023-06-01,month,fine_partial,18,351,4,0
2023-06-01,month,fine_partial,19,347,6,0
2023-06-01,month,fine_partial,20,341,5,0
2023-07-01,quarter,direct_full20,5,1715,541,0
2023-07-01,quarter,direct_mature5,5,1790,572,75
2023-07-01,quarter,coarse_full20,1,1715,820,0
2023-07-01,quarter,coarse_full20,3,895,258,0
2023-07-01,quarter,coarse_full20,5,637,96,0
2023-07-01,quarter,coarse_full20,10,541,85,0
2023-07-01,quarter,coarse_full20,20,456,82,0
2023-07-01,quarter,coarse_partial,1,1810,852,95
2023-07-01,quarter,coarse_partial,3,949,268,54
2023-07-01,quarter,coarse_partial,5,671,99,34
2023-07-01,quarter,coarse_partial,10,568,86,27
2023-07-01,quarter,coarse_partial,20,456,82,0
2023-07-01,quarter,fine_full20,1,1715,820,0
2023-07-01,quarter,fine_full20,2,895,161,0
2023-07-01,quarter,fine_full20,3,734,97,0
2023-07-01,quarter,fine_full20,4,637,47,0
2023-07-01,quarter,fine_full20,5,590,49,0
2023-07-01,quarter,fine_full20,6,541,24,0
2023-07-01,quarter,fine_full20,7,517,18,0
2023-07-01,quarter,fine_full20,8,499,21,0
2023-07-01,quarter,fine_full20,9,478,9,0
2023-07-01,quarter,fine_full20,10,469,13,0
2023-07-01,quarter,fine_full20,11,456,16,0
2023-07-01,quarter,fine_full20,12,440,10,0
2023-07-01,quarter,fine_full20,13,430,12,0
2023-07-01,quarter,fine_full20,14,418,4,0
2023-07-01,quarter,fine_full20,15,414,5,0
2023-07-01,quarter,fine_full20,16,409,12,0
2023-07-01,quarter,fine_full20,17,397,8,0
2023-07-01,quarter,fine_full20,18,389,4,0
2023-07-01,quarter,fine_full20,19,385,6,0
2023-07-01,quarter,fine_full20,20,379,5,0
2023-07-01,quarter,fine_partial,1,1810,852,95
2023-07-01,quarter,fine_partial,2,953,166,58
2023-07-01,quarter,fine_partial,3,783,102,49
2023-07-01,quarter,fine_partial,4,676,50,39
2023-07-01,quarter,fine_partial,5,621,49,31
2023-07-01,quarter,fine_partial,6,572,24,31
2023-07-01,quarter,fine_partial,7,548,19,31
2023-07-01,quarter,fine_partial,8,528,21,29
2023-07-01,quarter,fine_partial,9,504,9,26
2023-07-01,quarter,fine_partial,10,495,13,26
2023-07-01,quarter,fine_partial,11,482,16,26
2023-07-01,quarter,fine_partial,12,464,10,24
2023-07-01,quarter,fine_partial,13,450,12,20
2023-07-01,quarter,fine_partial,14,433,4,15
2023-07-01,quarter,fine_partial,15,424,5,10
2023-07-01,quarter,fine_partial,16,414,12,5
2023-07-01,quarter,fine_partial,17,402,8,5
2023-07-01,quarter,fine_partial,18,389,4,0
2023-07-01,quarter,fine_partial,19,385,6,0
2023-07-01,quarter,fine_partial,20,379,5,0
2023-07-01,month,direct_full20,5,1715,541,0
2023-07-01,month,direct_mature5,5,1790,572,75
2023-07-01,month,coarse_full20,1,1715,820,0
2023-07-01,month,coarse_full20,3,895,258,0
2023-07-01,month,coarse_full20,5,637,96,0
2023-07-01,month,coarse_full20,10,541,85,0
2023-07-01,month,coarse_full20,20,456,82,0
2023-07-01,month,coarse_partial,1,1810,852,95
2023-07-01,month,coarse_partial,3,949,268,54
2023-07-01,month,coarse_partial,5,671,99,34
2023-07-01,month,coarse_partial,10,568,86,27
2023-07-01,month,coarse_partial,20,456,82,0
2023-07-01,month,fine_full20,1,1715,820,0
2023-07-01,month,fine_full20,2,895,161,0
2023-07-01,month,fine_full20,3,734,97,0
2023-07-01,month,fine_full20,4,637,47,0
2023-07-01,month,fine_full20,5,590,49,0
2023-07-01,month,fine_full20,6,541,24,0
2023-07-01,month,fine_full20,7,517,18,0
2023-07-01,month,fine_full20,8,499,21,0
2023-07-01,month,fine_full20,9,478,9,0
2023-07-01,month,fine_full20,10,469,13,0
2023-07-01,month,fine_full20,11,456,16,0
2023-07-01,month,fine_full20,12,440,10,0
2023-07-01,month,fine_full20,13,430,12,0
2023-07-01,month,fine_full20,14,418,4,0
2023-07-01,month,fine_full20,15,414,5,0
2023-07-01,month,fine_full20,16,409,12,0
2023-07-01,month,fine_full20,17,397,8,0
2023-07-01,month,fine_full20,18,389,4,0
2023-07-01,month,fine_full20,19,385,6,0
2023-07-01,month,fine_full20,20,379,5,0
2023-07-01,month,fine_partial,1,1810,852,95
2023-07-01,month,fine_partial,2,953,166,58
2023-07-01,month,fine_partial,3,783,102,49
2023-07-01,month,fine_partial,4,676,50,39
2023-07-01,month,fine_partial,5,621,49,31
2023-07-01,month,fine_partial,6,572,24,31
2023-07-01,month,fine_partial,7,548,19,31
2023-07-01,month,fine_partial,8,528,21,29
2023-07-01,month,fine_partial,9,504,9,26
2023-07-01,month,fine_partial,10,495,13,26
2023-07-01,month,fine_partial,11,482,16,26
2023-07-01,month,fine_partial,12,464,10,24
2023-07-01,month,fine_partial,13,450,12,20
2023-07-01,month,fine_partial,14,433,4,15
2023-07-01,month,fine_partial,15,424,5,10
2023-07-01,month,fine_partial,16,414,12,5
2023-07-01,month,fine_partial,17,402,8,5
2023-07-01,month,fine_partial,18,389,4,0
2023-07-01,month,fine_partial,19,385,6,0
2023-07-01,month,fine_partial,20,379,5,0
2023-08-01,month,direct_full20,5,1825,606,0
2023-08-01,month,direct_mature5,5,1900,626,75
2023-08-01,month,coarse_full20,1,1825,852,0
2023-08-01,month,coarse_full20,3,973,268,0
2023-08-01,month,coarse_full20,5,705,99,0
2023-08-01,month,coarse_full20,10,606,86,0
2023-08-01,month,coarse_full20,20,520,82,0
2023-08-01,month,coarse_partial,1,1920,902,95
2023-08-01,month,coarse_partial,3,1011,277,38
2023-08-01,month,coarse_partial,5,732,106,27
2023-08-01,month,coarse_partial,10,625,93,19
2023-08-01,month,coarse_partial,20,520,82,0
2023-08-01,month,fine_full20,1,1825,852,0
2023-08-01,month,fine_full20,2,973,166,0
2023-08-01,month,fine_full20,3,807,102,0
2023-08-01,month,fine_full20,4,705,50,0
2023-08-01,month,fine_full20,5,655,49,0
2023-08-01,month,fine_full20,6,606,24,0
2023-08-01,month,fine_full20,7,582,19,0
2023-08-01,month,fine_full20,8,563,21,0
2023-08-01,month,fine_full20,9,542,9,0
2023-08-01,month,fine_full20,10,533,13,0
2023-08-01,month,fine_full20,11,520,16,0
2023-08-01,month,fine_full20,12,504,10,0
2023-08-01,month,fine_full20,13,494,12,0
2023-08-01,month,fine_full20,14,482,4,0
2023-08-01,month,fine_full20,15,478,5,0
2023-08-01,month,fine_full20,16,473,12,0
2023-08-01,month,fine_full20,17,461,8,0
2023-08-01,month,fine_full20,18,453,4,0
2023-08-01,month,fine_full20,19,449,6,0
2023-08-01,month,fine_full20,20,443,5,0
2023-08-01,month,fine_partial,1,1920,902,95
2023-08-01,month,fine_partial,2,1013,170,40
2023-08-01,month,fine_partial,3,841,107,34
2023-08-01,month,fine_partial,4,732,56,27
2023-08-01,month,fine_partial,5,676,50,21
2023-08-01,month,fine_partial,6,626,27,20
2023-08-01,month,fine_partial,7,599,23,17
2023-08-01,month,fine_partial,8,576,22,13
2023-08-01,month,fine_partial,9,554,9,12
2023-08-01,month,fine_partial,10,545,13,12
2023-08-01,month,fine_partial,11,532,16,12
2023-08-01,month,fine_partial,12,515,10,11
2023-08-01,month,fine_partial,13,505,12,11
2023-08-01,month,fine_partial,14,493,4,11
2023-08-01,month,fine_partial,15,489,5,11
2023-08-01,month,fine_partial,16,484,13,11
2023-08-01,month,fine_partial,17,471,8,10
2023-08-01,month,fine_partial,18,462,5,9
2023-08-01,month,fine_partial,19,453,6,4
2023-08-01,month,fine_partial,20,443,5,0
2023-09-01,month,direct_full20,5,1935,650,0
2023-09-01,month,direct_mature5,5,2010,680,75
2023-09-01,month,coarse_full20,1,1935,902,0
2023-09-01,month,coarse_full20,3,1033,277,0
2023-09-01,month,coarse_full20,5,756,106,0
2023-09-01,month,coarse_full20,10,650,94,0
2023-09-01,month,coarse_full20,20,556,93,0
2023-09-01,month,coarse_partial,1,2030,940,95
2023-09-01,month,coarse_partial,3,1081,288,48
2023-09-01,month,coarse_partial,5,787,107,31
2023-09-01,month,coarse_partial,10,668,107,18
2023-09-01,month,coarse_partial,20,556,93,0
2023-09-01,month,fine_full20,1,1935,902,0
2023-09-01,month,fine_full20,2,1033,170,0
2023-09-01,month,fine_full20,3,863,107,0
2023-09-01,month,fine_full20,4,756,56,0
2023-09-01,month,fine_full20,5,700,50,0
2023-09-01,month,fine_full20,6,650,27,0
2023-09-01,month,fine_full20,7,623,23,0
2023-09-01,month,fine_full20,8,600,22,0
2023-09-01,month,fine_full20,9,578,9,0
2023-09-01,month,fine_full20,10,569,13,0
2023-09-01,month,fine_full20,11,556,16,0
2023-09-01,month,fine_full20,12,540,11,0
2023-09-01,month,fine_full20,13,529,14,0
2023-09-01,month,fine_full20,14,515,6,0
2023-09-01,month,fine_full20,15,509,6,0
2023-09-01,month,fine_full20,16,503,15,0
2023-09-01,month,fine_full20,17,488,9,0
2023-09-01,month,fine_full20,18,479,5,0
2023-09-01,month,fine_full20,19,474,6,0
2023-09-01,month,fine_full20,20,468,5,0
2023-09-01,month,fine_partial,1,2030,940,95
2023-09-01,month,fine_partial,2,1086,176,53
2023-09-01,month,fine_partial,3,905,112,42
2023-09-01,month,fine_partial,4,789,56,33
2023-09-01,month,fine_partial,5,731,51,31
2023-09-01,month,fine_partial,6,676,27,26
2023-09-01,month,fine_partial,7,646,27,23
2023-09-01,month,fine_partial,8,614,22,14
2023-09-01,month,fine_partial,9,592,14,14
2023-09-01,month,fine_partial,10,578,17,9
2023-09-01,month,fine_partial,11,561,18,5
2023-09-01,month,fine_partial,12,543,11,3
2023-09-01,month,fine_partial,13,532,14,3
2023-09-01,month,fine_partial,14,518,6,3
2023-09-01,month,fine_partial,15,512,6,3
2023-09-01,month,fine_partial,16,506,15,3
2023-09-01,month,fine_partial,17,491,9,3
2023-09-01,month,fine_partial,18,482,5,3
2023-09-01,month,fine_partial,19,477,6,3
2023-09-01,month,fine_partial,20,468,5,0
2023-10-01,quarter,direct_full20,5,2045,709,0
2023-10-01,quarter,direct_mature5,5,2120,722,75
2023-10-01,quarter,coarse_full20,1,2045,941,0
2023-10-01,quarter,coarse_full20,3,1104,288,0
2023-10-01,quarter,coarse_full20,5,816,107,0
2023-10-01,quarter,coarse_full20,10,709,121,0
2023-10-01,quarter,coarse_full20,20,588,105,0
2023-10-01,quarter,coarse_partial,1,2140,980,95
2023-10-01,quarter,coarse_partial,3,1153,303,49
2023-10-01,quarter,coarse_partial,5,842,120,26
2023-10-01,quarter,coarse_partial,10,722,129,13
2023-10-01,quarter,coarse_partial,20,588,105,0
2023-10-01,quarter,fine_full20,1,2045,941,0
2023-10-01,quarter,fine_full20,2,1104,176,0
2023-10-01,quarter,fine_full20,3,928,112,0
2023-10-01,quarter,fine_full20,4,816,56,0
2023-10-01,quarter,fine_full20,5,760,51,0
2023-10-01,quarter,fine_full20,6,709,27,0
2023-10-01,quarter,fine_full20,7,682,29,0
2023-10-01,quarter,fine_full20,8,653,25,0
2023-10-01,quarter,fine_full20,9,628,18,0
2023-10-01,quarter,fine_full20,10,610,22,0
2023-10-01,quarter,fine_full20,11,588,22,0
2023-10-01,quarter,fine_full20,12,566,15,0
2023-10-01,quarter,fine_full20,13,551,15,0
2023-10-01,quarter,fine_full20,14,536,7,0
2023-10-01,quarter,fine_full20,15,529,6,0
2023-10-01,quarter,fine_full20,16,523,15,0
2023-10-01,quarter,fine_full20,17,508,9,0
2023-10-01,quarter,fine_full20,18,499,5,0
2023-10-01,quarter,fine_full20,19,494,6,0
2023-10-01,quarter,fine_full20,20,488,5,0
2023-10-01,quarter,fine_partial,1,2140,980,95
2023-10-01,quarter,fine_partial,2,1157,187,53
2023-10-01,quarter,fine_partial,3,967,117,39
2023-10-01,quarter,fine_partial,4,846,62,30
2023-10-01,quarter,fine_partial,5,781,59,21
2023-10-01,quarter,fine_partial,6,722,29,13
2023-10-01,quarter,fine_partial,7,693,35,11
2023-10-01,quarter,fine_partial,8,658,25,5
2023-10-01,quarter,fine_partial,9,633,18,5
2023-10-01,quarter,fine_partial,10,615,22,5
2023-10-01,quarter,fine_partial,11,593,22,5
2023-10-01,quarter,fine_partial,12,570,15,4
2023-10-01,quarter,fine_partial,13,551,15,0
2023-10-01,quarter,fine_partial,14,536,7,0
2023-10-01,quarter,fine_partial,15,529,6,0
2023-10-01,quarter,fine_partial,16,523,15,0
2023-10-01,quarter,fine_partial,17,508,9,0
2023-10-01,quarter,fine_partial,18,499,5,0
2023-10-01,quarter,fine_partial,19,494,6,0
2023-10-01,quarter,fine_partial,20,488,5,0
2023-10-01,month,direct_full20,5,2045,709,0
2023-10-01,month,direct_mature5,5,2120,722,75
2023-10-01,month,coarse_full20,1,2045,941,0
2023-10-01,month,coarse_full20,3,1104,288,0
2023-10-01,month,coarse_full20,5,816,107,0
2023-10-01,month,coarse_full20,10,709,121,0
2023-10-01,month,coarse_full20,20,588,105,0
2023-10-01,month,coarse_partial,1,2140,980,95
2023-10-01,month,coarse_partial,3,1153,303,49
2023-10-01,month,coarse_partial,5,842,120,26
2023-10-01,month,coarse_partial,10,722,129,13
2023-10-01,month,coarse_partial,20,588,105,0
2023-10-01,month,fine_full20,1,2045,941,0
2023-10-01,month,fine_full20,2,1104,176,0
2023-10-01,month,fine_full20,3,928,112,0
2023-10-01,month,fine_full20,4,816,56,0
2023-10-01,month,fine_full20,5,760,51,0
2023-10-01,month,fine_full20,6,709,27,0
2023-10-01,month,fine_full20,7,682,29,0
2023-10-01,month,fine_full20,8,653,25,0
2023-10-01,month,fine_full20,9,628,18,0
2023-10-01,month,fine_full20,10,610,22,0
2023-10-01,month,fine_full20,11,588,22,0
2023-10-01,month,fine_full20,12,566,15,0
2023-10-01,month,fine_full20,13,551,15,0
2023-10-01,month,fine_full20,14,536,7,0
2023-10-01,month,fine_full20,15,529,6,0
2023-10-01,month,fine_full20,16,523,15,0
2023-10-01,month,fine_full20,17,508,9,0
2023-10-01,month,fine_full20,18,499,5,0
2023-10-01,month,fine_full20,19,494,6,0
2023-10-01,month,fine_full20,20,488,5,0
2023-10-01,month,fine_partial,1,2140,980,95
2023-10-01,month,fine_partial,2,1157,187,53
2023-10-01,month,fine_partial,3,967,117,39
2023-10-01,month,fine_partial,4,846,62,30
2023-10-01,month,fine_partial,5,781,59,21
2023-10-01,month,fine_partial,6,722,29,13
2023-10-01,month,fine_partial,7,693,35,11
2023-10-01,month,fine_partial,8,658,25,5
2023-10-01,month,fine_partial,9,633,18,5
2023-10-01,month,fine_partial,10,615,22,5
2023-10-01,month,fine_partial,11,593,22,5
2023-10-01,month,fine_partial,12,570,15,4
2023-10-01,month,fine_partial,13,551,15,0
2023-10-01,month,fine_partial,14,536,7,0
2023-10-01,month,fine_partial,15,529,6,0
2023-10-01,month,fine_partial,16,523,15,0
2023-10-01,month,fine_partial,17,508,9,0
2023-10-01,month,fine_partial,18,499,5,0
2023-10-01,month,fine_partial,19,494,6,0
2023-10-01,month,fine_partial,20,488,5,0
2023-11-01,month,direct_full20,5,2150,741,0
2023-11-01,month,direct_mature5,5,2225,758,75
2023-11-01,month,coarse_full20,1,2150,982,0
2023-11-01,month,coarse_full20,3,1168,304,0
2023-11-01,month,coarse_full20,5,864,123,0
2023-11-01,month,coarse_full20,10,741,136,0
2023-11-01,month,coarse_full20,20,605,118,0
2023-11-01,month,coarse_partial,1,2245,1031,95
2023-11-01,month,coarse_partial,3,1209,318,41
2023-11-01,month,coarse_partial,5,890,132,26
2023-11-01,month,coarse_partial,10,758,151,17
2023-11-01,month,coarse_partial,20,605,118,0
2023-11-01,month,fine_full20,1,2150,982,0
2023-11-01,month,fine_full20,2,1168,187,0
2023-11-01,month,fine_full20,3,981,117,0
2023-11-01,month,fine_full20,4,864,63,0
2023-11-01,month,fine_full20,5,801,60,0
2023-11-01,month,fine_full20,6,741,29,0
2023-11-01,month,fine_full20,7,712,35,0
2023-11-01,month,fine_full20,8,677,25,0
2023-11-01,month,fine_full20,9,652,22,0
